CNIS/NSF,type,libellé principal,libellé complémentaire,durée,tutelle,niveau RNCP,lien site onisep.fr
321,Master professionnel,Sciences politiques et sociales,mention médias information et communication spécialité journalisme,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18205
320,Master indifférencié (recherche et professionnel),Culture et communication,mention communication des organisations spécialité communication des entreprises des institutions et des associations,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18222
320,Master indifférencié (recherche et professionnel),Culture et communication,mention information et communication spécialité politiques et stratégies des médias et des indistries créatives,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18223
321,Master indifférencié (recherche et professionnel),Culture et communication,mention communication des organisations spécialité communication et ressources humaines,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18224
326,Master indifférencié (recherche et professionnel),Culture et communication,mention création numérique spécialité innovations en communication,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18226
326,Master indifférencié (recherche et professionnel),Culture et communication,mention création numérique spécialité design d'interface,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18227
320,Master indifférencié (recherche et professionnel),Culture et communication,mention culture et médias spécialité recherche et expertise dans les industries culturelles et les médias,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18248
128,Master recherche,Droit,mention droit public spécialité droit de l'environnement,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18260
128,Master indifférencié (recherche et professionnel),Droit,mention droit public spécialité droit de la communication,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18261
128,Master recherche,Economie gestion,mention sciences de gestion spécialité recherche en sciences de gestion,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18262
128,Master indifférencié (recherche et professionnel),Droit,mention droit public spécialité administration et politiques publiques,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18263
128,Master recherche,Droit,mention droit public spécialité histoire du droit,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18264
128,Master recherche,Droit,mention droit public spécialité philosophie du droit et droit politique,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18265
128,Master professionnel,Droit,mention droit public spécialité droit public de l'économie,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18267
128,Master indifférencié (recherche et professionnel),Droit,mention droit public spécialité juriste conseil des collectivités territoriales,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18268
128,Master professionnel,Economie gestion,mention sciences de gestion spécialité gestion des ressources humaines et management public,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18269
128,Master professionnel,Droit,mention droit public spécialité fiscalité internationale,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18270
128,Master professionnel,Droit,mention droit public spécialité droit sanitaire et social,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18271
128,Master professionnel,Droit,mention droit public spécialité droit immobilier et de la construction,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18272
128,Master professionnel,Droit,mention droit public spécialité droit et stratégies de la sécurité,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18273
128,Master indifférencié (recherche et professionnel),Droit,mention droit public spécialité droit fiscal,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18274
128,Master recherche,Droit,mention droit privé spécialité droit privé général,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18276
128,Master recherche,Droit,mention droit privé spécialité histoire du droit,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18277
128,Master professionnel,Droit,mention droit privé spécialité droit du marché et du patrimoine artistiques,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18279
128,Master recherche,Droit,mention droit privé spécialité droit de la propriété littéraire artistique et industrielle,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18280
128,Master indifférencié (recherche et professionnel),Droit,mention droit privé spécialité droit de la communication,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18281
128,Master professionnel,Droit,mention droit privé spécialité assurances,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18282
128,Master professionnel,Droit,mention droit privé spécialité gestion du patrimoine privé et professionnel,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18283
128,Master professionnel,Droit,mention droit privé spécialité droit immobilier et de la construction,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18284
128,Master professionnel,Droit,mention droit privé spécialité propriété industrielle,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18285
128,Master professionnel,Droit,mention droit privé spécialité droit du multimédia et de l'informatique,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18287
128,Master professionnel,Droit,mention droit notarial spécialité droit notarial,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18288
128,Master recherche,Droit,mention droit des affaires spécialité droit des affaires,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/18289
